creation_date,update_date,codigo,nombre,vigencia,familia,tipo_plan,concepto
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830402060,FIRMA ELECTRONICA VIGENCIA 2 ANOS,2 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407010,CONV. FIRMA ELECT 4 ANOS,4 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830404001,FIRMA ELEC. BAJO VOL.1 ANO,1 ANO,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830404002,FIRMA ELEC. BAJO VOL.2 ANOS,2 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830404003,FIRMA ELEC. BAJO VOL.3 ANOS,3 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830406004,FIRMA ELEC. ALTO VOL.4 ANOS,4 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830406005,FIRMA ELEC. ALTO VOL.5 ANOS,5 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407001,FIRMA EN ARCHIVO ON LINE (1 MES),1 MES,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407002,FIRMA EN ARCHIVO ON LINE (1ANO), ,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407003,FIRMA EN ARCHIVO ON LINE (2 ANOS),2 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407004,FIRMA EN ARCHIVO ON LINE (3 ANOS),3 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407005,FIRMA EN ARCHIVO ON LINE (4 ANOS),4 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407006,FIRMA EN ARCHIVO ON LINE (5 ANOS),5 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407007,CONV. FIRMA ELECT 1 ANO,1 ANO,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407008,CONV. FIRMA ELECT 2 ANOS,2 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830407009,CONV. FIRMA ELECT 3 ANOS,3 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880102003,SOPORTE CERT. WEB ADUANA 3, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880101006,SOPORTE CERT. WEB ADUANA 6, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880101005,SOPORTE CERT. WEB ADUANA 5, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880101004,SOPORTE CERT. WEB ADUANA 4, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880101002,SOPORTE CERT. WEB ADUANA 2, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880101001,SOPORTE CERT. WEB ADUANA 1, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408008,UPGRADE DE 75 A 350, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408009,UPGRADE DE 75 A ILIMITADO, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408010,UPGRADE DE 150 A ILIMITADO, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408002,UPGRADE 150, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408001,UPGRADE 75, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408004,UPGRADE ILIMITADO, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408003,UPGRADE 350, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408005,UPGRADE DE 25 A 150, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408006,UPGRADE DE 25 A 350, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830408007,UPGRADE DE 25 A ILIMITADO, ,SISTEMA DE FACTURACION, ,UPGRADE
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880103002,SOPORTE CERT. MEDIANO VOL 2, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880103003,SOPORTE CERT. MEDIANO VOL 3, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880103004,SOPORTE CERT. MEDIANO VOL 4, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880103005,SOPORTE CERT. MEDIANO VOL 5, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880103006,CERT MEDIANO VOL 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880104001,SOPORTE CERT. ALTO VOL 1, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880104002,SOPORTE CERT. ALTO VOL 2, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880104003,SOPORTE CERT. ALTO VOL 3, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880104004,SOPORTE CERT. ALTO VOL 4, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880104005,SOPORTE CERT. ALTO VOL 5, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880104006,SOPORTE CERT. ALTO VOL 6, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880105001,SOPORTE CERT. WEB SERCOP 1, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880105004,SOPORTE CERT. WEB SERCOP 4, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880105005,SOPORTE CERT. WEB SERCOP 5, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880105006,SOPORTE CERT. WEB SERCOP 6, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880106001,SOPORTE CERT. WEB QUIPUX, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880106002,SOPORTE CERT. WEB QUIPUX 2, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880106003,SOPORTE CERT. WEB QUIPUX 3, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880106004,SOPORTE CERT. WEB QUIPUX 4, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880106005,SOPORTE CERT. WEB QUIPUX 5, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880106006,SOPORTE CERT. WEB QUIPUX 6, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107001,SOPORTE CERT. WEB ORIGEN 1, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107002,SOPORTE CERT. WEB ORIGEN 2, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107003,SOPORTE CERT. WEB ORIGEN 3, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107004,SOPORTE CERT. WEB ORIGEN 4, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107005,SOPORTE CERT. WEB ORIGEN 5, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107007,SOPORTE BAJO VOLUMEN MEDICOS 1 ANO,1 ANO, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107008,SOPORTE BAJO VOLUMEN MEDICOS 2 ANOS,2 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107009,SOPORTE BAJO VOLUMEN MEDICOS 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107010,SOPORTE BAJO VOLUMEN MEDICOS 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107011,SOPORTE BAJO VOLUMEN MEDICOS 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880107012,SOPORTE BAJO VOLUMEN MEDICOS 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880201006,RENOVACION CERT. WEB 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880202001,RENOVACION QUIPUX 1 ANO,1 ANO, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880202002,RENOVACION QUIPUX 2 ANOS,2 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880202003,RENOVACION QUIPUX 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880202004,RENOVACION QUIPUX 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880202005,RENOVACION QUIPUX 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880202006,RENOVACION QUIPUX 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880203002,RENOVACION BAJO VOLUMEN 2 ANO,2 ANO, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880203003,RENOVACION BAJO VOLUMEN 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880203004,RENOVACION BAJO VOLUMEN 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880203005,RENOVACION BAJO VOLUMEN 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880203006,RENOVACION BAJO VOLUMEN 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880204001,RENOVACION MEDIANO VOLUMEN 1 ANOS,1 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880204002,RENOVACION MEDIANO VOLUMEN 2 ANOS,2 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880204003,RENOVACION MEDIANO VOLUMEN 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880204004,RENOVACION MEDIANO VOLUMEN 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880204005,RENOVACION MEDIANO VOLUMEN 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880204006,RENOV. CERT MEDIANO VOL 6 ANO,6 ANO, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880205001,RENOVACION ALTO VOLUMEN 1 ANO,1 ANO, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880205002,RENOVACION ALTO VOLUMEN 2 ANOS,2 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880205003,RENOVACION ALTO VOLUMEN 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880205004,RENOVACION ALTO VOLUMEN 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880205005,RENOVACION ALTO VOLUMEN 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880205006,RENOVACION ALTO VOLUMEN 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880206001,ROAMING WEB 1 ANO,1 ANO, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880206002,ROAMING WEB 2 ANOS,2 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880206003,ROAMING WEB 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880206004,ROAMING WEB 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880206005,ROAMING WEB 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880206006,ROAMING WEB 6 ANOS,6 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880207002,ENVIO INTERNACIONAL, ,FIRMAS ELECTRONICAS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201082,ADECUACION OFICINA ALBAN BORJA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,7110102002,ACTIVOS FIJOS VARIOS, ,GESTION DE ACTIVOS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,7110102003,REEMBOLSO DE GASTOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880208003,RENOVACION FIRMA ARCHIVO 3 ANOS,3 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880208002,RENOVACION FIRMA ARCHIVO 2 ANOS,2 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880208001,RENOVACION FIRMA ARCHIVO 1 ANO,1 ANO,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880203001,RENOVACION BAJO VOLUMEN 1 ANO,1 ANO,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880201003,RENOVACION CERT. WEB 3 ANOS,3 ANOS,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880201002,RENOVACION CERT WEB 2 ANOS,2 ANOS,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880201001,RENOVACION CERT. WEB 1, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880201004,RENOVACION CERT. WEB 4 ANOS,4 ANOS,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880201005,RENOVACION DE CERT. WEB 5 ANOS,5 ANOS,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,7110102006,VENTA ACTIVOS DE CONTROL, ,GESTION DE ACTIVOS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810101009,SOPORTE TECNICO OPERACIONES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810102002,SERVICIOS ADMINISTRATIVOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810303001,MARKETING, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810303012,ARRENDAMIENTOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201023,VIAJES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201035,COMISIONES VENDEDORES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201037,SERVICIOS MENSAJERIA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201038,COMISION TARJETAS DE CREDITO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201040,SERVICIO DE MOVILIZACION, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201051,ALICUOTAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201070,GIFT CARD, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1320101002,EQUIPO DE COMPUTACION, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1320101003,MOBILIARIO Y EQUIPO DE OFICINA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201052,MULTAS E INTERESES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201016,SUMINISTROS DE OFICINA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201005,EVENTOS INTERNOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201072,ADECUACIONES OFICINA EL BOSQUE, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201077,ADECUACIONES OFICINA MULTICENTRO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810101010,IMPLEMENTACIONES CONTRATADAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810303039,LICENCIAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201003,CARGOS BANCARIOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201022,MOVILIZACION, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201027,REFRIGERIO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201010,MANTENIMIENTO Y REPARACIONES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201062,SUSCRIPCIONES Y MEMBRESIAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201073,ADECUACION OFICINA MANTA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201074,ADECUACION OFICINA CUENCA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201075,ADECUACION OFICINA MACHALA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201042,SERVICIO CONEXION DATAFAST, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1110701002,SEGUROS PAGADOS POR ANTICIPADO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1110701010,SERVICIOS PAGADOS POR ANTICIPADO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201013,LUZ OFICINAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201055,GASTOS LEGALES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201009,CAPACITACION EN EL PAIS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1210101999,COMPRA DE INVENTARIOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201014,TELEFONIA CELULAR, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810303036,INTERNET TELCONET EMPRESA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1210101806,IMPORTACIONES EN TRANSITO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810303038,AUTOCONSUMO CERTIFICADOS  Y TOKEN, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201019,SERVICIO DE LIMPIEZA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201029,HONORARIOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201012,AGUA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201067,COMISIONES KUSHKI, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201064,REDES SOCIALES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201008,CAPACITACION EN EL EXTERIOR, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201045,SERVICIOS MAILLING, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201033,SEGURIDAD Y SALUD, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201002,COMIDA DE NEGOCIOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201065,ADWORDS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,2110301001,PROVEEDORES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201079,ADECUACIONES OFICINAS GYE LAS CAMARAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201076,COMISIONES PLACE TO PAY, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201032,GASTOS MISCELANEOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1110401003,PRESTAMO EMPLEADOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201017,SUMINISTROS DE LIMPIEZA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,85,IVA REEMBOLSOS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201081,ADECUACION OFICINAS GYE SUR, ,ADECUACION OFICINAS GYE SUR, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1110701012,PUBLICIDAD PAGADA POR ANTICIPADO, ,PUBLICIDAD, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201056,ASESORIAS Y CONSULTORIAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,5810303049,AUDITORIA CERTIFICACION WEBTRUST, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4830409005,PUNTO EMISION PLAN BASICO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1110701011,LICENCIAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150101005,SOPORTE CERTIFICADO WEB 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150101006,SOPORTE CERTIFICADO WEB 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150101007,SOPORTE CERTIFICADO WEB 5 ANOS,5 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150102004,FIRMA EN ARCHIVO ON LINE 3 ANOS,3 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150102005,FIRMA EN ARCHIVO ON LINE 4 ANOS,4 ANOS, , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150103004,RENOVACION FIRMA ARCHIVO 4 ANOS,4 ANOS,FIRMAS ELECTRONICAS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150103005,RENOVACION FIRMA ARCHIVO 5 ANOS,5 ANOS,FIRMAS ELECTRONICAS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150103003,RENOVACION FIRMA ARCHIVO 3 ANOS,3 ANOS,FIRMAS ELECTRONICAS, ,ARCHIVO
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150101002,WEB CERTIFICATES, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4150101001,EPASS3003, ,FIRMAS ELECTRONICAS, ,TOKEN
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4880208006,RENOVACION FIRMA SIST FACT 1 ANO,1 ANO,FIRMAS ELECTRONICAS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180101001,CONTRATO ELECTRONICO, ,CONTRATOS, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180101002,POLIZAS ELECTRONICO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180101003,SELLOS DE TIEMPO, ,SELLOS DE TIEMPO, , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180102002,FIRMADOR ESTANDAR, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180103001,ADVANTAGE, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180103002,ESTANDAR 256 BITS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180103003,EV MULTI DOMINIO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180103004,EV SANS EXTRA (DOMINIOS CERTIFICADOS), , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180103005,UC MULTI DOMINIO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180103006,WILDCARD, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180104001,BIOPASS 3000, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180104002,FIDO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180104003,EPASS 1000 (SOLO WINDOWS), , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,4180104004,EPASS2003, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,1110301007,OTRAS CUENTAS POR COBRAR, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,2110301007,PROVISION PROVEEDORES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,163,IMPUESTOS Y TASAS LOCALES, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6.1.2.02.01.015,IMPUESTOS Y TASAS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,2110301004,ANTICIPO CLIENTE, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201025,AUDITORIA EXTERNA, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201004,SEGUROS, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,6120201059,ROPA DE TRABAJO, , , , 
2026-03-30 11:56:30.243494,2026-03-30 11:56:30.243494,181,RETENCION FUENTE ASUMIDAS, , , , 
